date,timetable,max,min,range,range-trail,range-avg
2009-09-28,15:00-22:30,1061.0,1043.75,17.25,0.0,0.0
2009-09-29,15:00-22:30,1065.75,1053.25,12.5,0.0,0.0
2009-09-30,15:00-22:30,1060.0,1041.5,18.5,0.0,0.0
2009-10-01,15:00-22:30,1050.25,1024.5,25.75,0.0,0.0
2009-10-05,15:00-22:30,1038.5,1012.0,26.5,0.0,0.0
2009-10-06,15:00-22:30,1056.75,1042.5,14.25,0.0,0.0
2009-10-07,15:00-22:30,1054.5,1045.75,8.75,0.0,0.0
2009-10-08,15:00-22:30,1067.25,1056.75,10.5,0.0,0.0
2009-10-12,15:00-22:30,1076.25,1059.0,17.25,0.0,0.0
2009-10-13,15:00-22:30,1072.0,1063.0,9.0,0.0,0.0
2009-10-14,15:00-22:30,1089.75,1077.75,12.0,0.0,0.0
2009-10-15,15:00-22:30,1093.25,1082.25,11.0,0.0,0.0
2009-10-19,15:00-22:30,1096.75,1077.5,19.25,0.0,0.0
2009-10-20,15:00-22:30,1096.0,1082.0,14.0,0.0,0.0
2009-10-21,15:00-22:30,1098.5,1072.5,26.0,0.0,0.0
2009-10-22,15:00-22:30,1092.25,1070.25,22.0,0.0,0.0
2009-10-26,15:00-22:30,1095.25,1061.25,34.0,0.0,0.0
2009-10-27,15:00-22:30,1069.25,1057.0,12.25,0.0,0.0
2009-10-28,15:00-22:30,1060.25,1038.0,22.25,0.0,0.0
2009-10-29,15:00-22:30,1064.0,1044.75,19.25,0.0,0.0
2009-11-02,15:00-22:30,1061.75,1026.0,35.75,0.0,0.0
2009-11-03,15:00-22:30,1043.0,1030.75,12.25,0.0,0.0
2009-11-04,15:00-22:30,1058.5,1041.5,17.0,0.0,0.0
2009-11-05,15:00-22:30,1064.0,1049.5,14.5,0.0,0.0
2009-11-09,15:00-22:30,1092.0,1054.75,37.25,0.0,0.0
2009-11-10,15:00-22:30,1094.5,1085.0,9.5,0.0,0.0
2009-11-11,15:00-22:30,1103.25,1091.25,12.0,0.0,0.0
2009-11-12,15:00-22:30,1101.0,1082.5,18.5,0.0,0.0
2009-11-16,15:00-22:30,1112.25,1082.75,29.5,0.0,0.0
2009-11-17,15:00-22:30,1109.0,1100.0,9.0,0.0,0.0
